caseid,complete_stat,is_volenteer,dh1gage,sex,marrige_stat,living_stat,province,vol_times,vol_fre,vol_time,is_work,is_workalone,gavin_times,gavin_sum,emp_stat,degree,is_citizens,is_school,is_immigration,happiness
3101,Complete,Volunteer and giver,45-54 years,Female,Married,Spouse only,Ontario,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by naturalization and other citizenship(s),No,Yes,"NA"
3102,Complete,"Volunteer, not giver",25-34 years,Male,"Single, never married",Alone,Nova Scotia,"NA",At least once a month,"NA",Yes,Yes,"NA","NA",Not in labour force,Graduated from High school,Other citizenship(s) non-Canadian only,Yes,No,Very satisfied
3103,Complete,Not a volunteer but a giver,25-34 years,Male,Married,Spouse and single/non-single child(ren),Alberta,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by naturalization and other citizenship(s),No,No,Very satisfied
3104,Complete,"Volunteer, not giver",45-54 years,Female,Married,Spouse only,British Columbia,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,Yes,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
3105,Complete,Volunteer and giver,55-64 years,Male,Married,Spouse and single/non-single child(ren),Ontario,"NA",At least once a week,"NA",No,Valid skip,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
3106,Complete,"Volunteer, not giver",15-24 years,Male,"Single, never married",Living with one or two parents,Quebec,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
3107,Complete,Not a volunteer but a giver,65 years and over,Female,Widowed,Alone,Manitoba,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Less than High School,Canadian citizen by birth only,No,Valid skip,Very satisfied
3108,Complete,Volunteer and giver,55-64 years,Female,Married,Other living arrangement,Saskatchewan,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
3109,Complete,Volunteer and giver,65 years and over,Male,Married,Spouse only,Nova Scotia,"NA",Daily or almost daily,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
3110,Complete,Volunteer and giver,35-44 years,Male,Married,Spouse and single/non-single child(ren),Ontario,"NA",Once or twice (in the past 12 months),"NA",Yes,Yes,"NA","NA",Employed,University Diploma,Other citizenship(s) non-Canadian only,No,Yes,"NA"
3111,Complete,Volunteer and giver,55-64 years,Female,Living common-law,Spouse only,Quebec,"NA",At least once a month,"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
3112,Complete,Volunteer and giver,35-44 years,Female,Married,Spouse and single/non-single child(ren),Ontario,"NA",At least once a month,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,Yes,Valid skip,"NA"
3113,Complete,"Volunteer, not giver",25-34 years,Male,Married,Spouse and single/non-single child(ren),Nova Scotia,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,Yes,"NA","NA",Employed,Less than High School,Canadian citizen by birth only,No,Valid skip,Very satisfied
3114,Complete,Neither volunteer nor giver,65 years and over,Female,Widowed,Alone,Quebec,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
3115,Complete,Volunteer and giver,15-24 years,Female,"Single, never married",Living with one or two parents,Alberta,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,Yes,"NA","NA",Employed,Less than High School,Canadian citizen by birth only,Yes,Valid skip,Very satisfied
3116,Complete,Volunteer and giver,25-34 years,Female,Living common-law,Spouse and single/non-single child(ren),Quebec,"NA",Once or twice (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
3117,Complete,Not a volunteer but a giver,35-44 years,Female,Married,Spouse only,New Brunswick,"NA",Valid skip,"NA",Yes,Yes,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
3118,Complete,Not a volunteer but a giver,55-64 years,Male,Widowed,Alone,Quebec,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
3119,Complete,Volunteer and giver,65 years and over,Female,Married,Spouse only,Quebec,"NA",At least once a month,"NA",No,Valid skip,"NA","NA",Not in labour force,Less than High School,Canadian citizen by birth only,No,Valid skip,Very satisfied
3120,Complete,Volunteer and giver,55-64 years,Female,Married,Spouse only,Manitoba,"NA",At least once a month,"NA",No,Valid skip,"NA","NA",Not in labour force,Less than High School,Canadian citizen by birth only,No,Valid skip,"NA"
3121,Complete,Not a volunteer but a giver,65 years and over,Female,Married,Alone,Manitoba,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
3122,Complete,"Volunteer, not giver",35-44 years,Male,Married,Spouse and single/non-single child(ren),British Columbia,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,Yes,Valid skip,"NA"
3123,Complete,Volunteer and giver,45-54 years,Male,Married,Spouse only,British Columbia,"NA",Once or twice (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Undetermined,No,Valid skip,"NA"
3124,Complete,Volunteer and giver,65 years and over,Female,Married,Spouse only,Alberta,"NA",Daily or almost daily,"NA",Yes,Yes,"NA","NA",Employed,University Diploma,Canadian citizen by naturalization only,No,Yes,Very satisfied
3125,Complete,Volunteer and giver,25-34 years,Male,Married,Spouse and single/non-single child(ren),Quebec,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
3126,Complete,Volunteer and giver,35-44 years,Female,Married,Spouse and single/non-single child(ren),New Brunswick,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,Very satisfied
3127,Complete,Volunteer and giver,55-64 years,Female,"Single, never married",Alone,Quebec,"NA",Once or twice (in the past 12 months),"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
3128,Complete,Not a volunteer but a giver,35-44 years,Female,Living common-law,Spouse and single/non-single child(ren),British Columbia,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
3129,Complete,Volunteer and giver,65 years and over,Male,Married,Spouse only,Newfoundland and Labrador,"NA",At least 3 or 4 times (in the past 12 months),"NA",No,Valid skip,"NA","NA",Not in labour force,Less than High School,Canadian citizen by birth only,No,Valid skip,"NA"
3130,Complete,Neither volunteer nor giver,15-24 years,Male,"Single, never married",Alone,British Columbia,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Other citizenship(s) non-Canadian only,Yes,No,"NA"
3131,Complete,Not a volunteer but a giver,55-64 years,Male,Married,Spouse and single/non-single child(ren),Quebec,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
3132,Complete,Volunteer and giver,45-54 years,Male,Married,Spouse and single/non-single child(ren),British Columbia,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
3133,Complete,Not a volunteer but a giver,55-64 years,Male,Divorced,Alone,New Brunswick,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Less than High School,Canadian citizen by birth only,No,Valid skip,Very satisfied
3134,Complete,Volunteer and giver,35-44 years,Female,Married,Spouse and single/non-single child(ren),Nova Scotia,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
3135,Complete,Not a volunteer but a giver,35-44 years,Male,Separated,Single/non-single child(ren) only,Quebec,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
3136,Complete,Volunteer and giver,45-54 years,Female,Married,Spouse only,Alberta,"NA",Once or twice (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,Very satisfied
3137,Complete,Neither volunteer nor giver,65 years and over,Female,Divorced,Alone,Manitoba,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
3138,Complete,Not a volunteer but a giver,25-34 years,Female,"Single, never married",Alone,Quebec,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
3139,Complete,Volunteer and giver,55-64 years,Female,Divorced,Alone,Manitoba,"NA",Once or twice (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by naturalization and other citizenship(s),No,Yes,"NA"
3140,Complete,Volunteer and giver,35-44 years,Female,Married,Spouse and single/non-single child(ren),Nova Scotia,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
3141,Complete,"Volunteer, not giver",35-44 years,Male,Separated,Single/non-single child(ren) only,Quebec,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
3142,Complete,Not a volunteer but a giver,65 years and over,Male,"Single, never married",Alone,Manitoba,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
3143,Complete,Not a volunteer but a giver,55-64 years,Male,Married,Spouse and single/non-single child(ren),Quebec,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
3144,Complete,Volunteer and giver,35-44 years,Female,"Single, never married",Spouse and single/non-single child(ren),British Columbia,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Other citizenship(s) non-Canadian only,No,Yes,"NA"
3145,Complete,"Volunteer, not giver",25-34 years,Female,Married,Spouse only,British Columbia,"NA",Once or twice (in the past 12 months),"NA",Yes,Yes,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
3146,Complete,Volunteer and giver,25-34 years,Female,Married,Spouse only,Nova Scotia,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
3147,Partial,Volunteer and giver,25-34 years,Female,Married,Spouse and single/non-single child(ren),Ontario,"NA",Daily or almost daily,"NA",No,Valid skip,"NA","NA",Unable to determine,Not stated,Undetermined,Not stated,Not stated,"NA"
3148,Complete,Volunteer and giver,45-54 years,Male,Married,Spouse and single/non-single child(ren),Quebec,"NA",Once or twice (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
3149,Complete,Neither volunteer nor giver,45-54 years,Female,Married,Spouse only,New Brunswick,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,Very satisfied
3150,Complete,Volunteer and giver,65 years and over,Male,Married,Alone,Nova Scotia,"NA",Daily or almost daily,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,Very satisfied
3151,Complete,Not a volunteer but a giver,55-64 years,Male,Living common-law,Spouse and single/non-single child(ren),Quebec,"NA",Valid skip,"NA",Yes,Yes,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
3152,Complete,Volunteer and giver,55-64 years,Male,"Single, never married",Alone,British Columbia,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
3153,Complete,Volunteer and giver,25-34 years,Female,Living common-law,Spouse only,Quebec,"NA",Once or twice (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
3154,Complete,Not a volunteer but a giver,65 years and over,Female,Widowed,Alone,Newfoundland and Labrador,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Less than High School,Canadian citizen by birth only,No,Valid skip,Very satisfied
3155,Complete,Volunteer and giver,45-54 years,Female,Married,Spouse only,New Brunswick,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,Yes,Valid skip,"NA"
3156,Complete,Neither volunteer nor giver,15-24 years,Male,"Single, never married",Living with one or two parents,Manitoba,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
3157,Complete,Volunteer and giver,35-44 years,Male,Married,Spouse and single/non-single child(ren),Prince Edward Island,"NA",Daily or almost daily,"NA",Yes,Yes,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
3158,Complete,Volunteer and giver,65 years and over,Female,Widowed,Alone,Newfoundland and Labrador,"NA",At least once a week,"NA",Yes,No,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
3159,Complete,Neither volunteer nor giver,65 years and over,Female,Divorced,Alone,Quebec,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Less than High School,Canadian citizen by birth only,No,Valid skip,"NA"
3160,Partial,Not a volunteer but a giver,55-64 years,Male,Separated,Alone,Saskatchewan,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Unable to determine,Not stated,Undetermined,Not stated,Not stated,"NA"
3161,Complete,Volunteer and giver,25-34 years,Female,Married,Spouse only,Ontario,"NA",Daily or almost daily,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by naturalization only,Yes,Yes,"NA"
3162,Complete,Volunteer and giver,45-54 years,Female,Married,Spouse and single/non-single child(ren),Alberta,"NA",Once or twice (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
3163,Partial,Volunteer and giver,55-64 years,Female,Married,Spouse only,Ontario,"NA",At least once a week,"NA",Not stated,Valid skip,"NA","NA",Unable to determine,Not stated,Undetermined,Not stated,Not stated,"NA"
3164,Complete,Not a volunteer but a giver,65 years and over,Male,"Single, never married",Alone,Nova Scotia,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Less than High School,Canadian citizen by birth only,No,Valid skip,"NA"
3165,Complete,Volunteer and giver,45-54 years,Female,Married,Spouse and single/non-single child(ren),Alberta,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
3166,Complete,Not a volunteer but a giver,65 years and over,Female,Widowed,Alone,Quebec,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
